Seq,Letter,Answer,Item,Category,Color,RNum,Num,Date,Count
13816,Z,Maybe,Rhinoceros,Animal,White,98.11,75,2020-12-05T08:00:00.000Z,1
13817,V,So,Insect,Animal,Blue,12.22,31,2020-12-22T08:00:00.000Z,1
13818,L,Maybe,Diamond,Mineral,Brown,25.2,12,2020-11-24T08:00:00.000Z,1
13819,A,False,Fern,Vegetable,Brown,62.42,55,2020-12-12T08:00:00.000Z,1
13820,L,Yes,Fish,Animal,Violet,75.2,84,2020-12-06T08:00:00.000Z,1
13821,Z,False,Fish,Animal,Green,75.01,14,2020-12-14T08:00:00.000Z,1
13822,J,No,Eagle,Animal,Black,22.99,15,2020-12-12T08:00:00.000Z,1
13823,K,No,Ruby,Mineral,Gray,5.94,55,2020-11-30T08:00:00.000Z,1
13824,J,So,Algae,Vegetable,Violet,17.57,14,2020-12-17T08:00:00.000Z,1
13825,Y,So,Flower,Vegetable,Purple,53.92,22,2020-12-11T08:00:00.000Z,1
13826,A,So,Gold,Mineral,White,38.38,2,2020-12-05T08:00:00.000Z,1
13827,Z,Maybe,Gold,Mineral,Blue,22.7,78,2020-12-14T08:00:00.000Z,1
13828,D,True,Lead,Mineral,Violet,34.27,64,2020-12-19T08:00:00.000Z,1
13829,F,Maybe,Turtle,Animal,Gray,55.37,50,2020-12-01T08:00:00.000Z,1
13830,L,False,Diamond,Mineral,Green,7.26,68,2020-12-04T08:00:00.000Z,1
13831,L,So,Grass,Vegetable,Pink,23.02,58,2020-12-01T08:00:00.000Z,1
13832,M,Yes,Algae,Vegetable,Purple,37.63,73,2020-12-12T08:00:00.000Z,1
13833,L,True,Lion,Animal,Blue,87.53,94,2020-11-29T08:00:00.000Z,1
13834,Q,Maybe,Diamond,Mineral,Pink,51.58,41,2020-12-15T08:00:00.000Z,1
13835,D,So,Grass,Vegetable,Indigo,31.65,100,2020-12-18T08:00:00.000Z,1
13836,V,So,Fox,Animal,Green,45.94,34,2020-12-09T08:00:00.000Z,1
13837,B,Yes,Moss,Vegetable,Purple,99.24,68,2020-12-05T08:00:00.000Z,1
13838,I,So,Quartz,Mineral,Brown,53.41,15,2020-12-15T08:00:00.000Z,1
13839,F,No,Hippopotamus,Animal,Green,26.41,19,2020-12-02T08:00:00.000Z,1
13840,F,No,Algae,Vegetable,Pink,86.02,51,2020-12-05T08:00:00.000Z,1
13841,T,False,Quartz,Mineral,Violet,54.7,77,2020-12-06T08:00:00.000Z,1
13842,G,So,Lead,Mineral,Brown,39.35,36,2020-12-09T08:00:00.000Z,1
13843,F,So,Lead,Mineral,Purple,24.95,89,2020-11-29T08:00:00.000Z,1
13844,D,True,Quartz,Mineral,Pink,42.92,54,2020-12-19T08:00:00.000Z,1
13845,J,Maybe,Cactus,Vegetable,Pink,10.05,77,2020-11-25T08:00:00.000Z,1
13846,O,So,Elephant,Animal,Purple,25.56,25,2020-12-21T08:00:00.000Z,1
13847,S,True,Jade,Mineral,Indigo,75.12,73,2020-12-07T08:00:00.000Z,1
13848,K,False,Flower,Vegetable,Orange,83.81,64,2020-12-10T08:00:00.000Z,1
13849,J,Yes,Lion,Animal,Orange,81.75,37,2020-12-02T08:00:00.000Z,1
13850,G,Yes,Ruby,Mineral,White,60.19,9,2020-12-08T08:00:00.000Z,1
13851,H,False,Bird,Animal,Indigo,28.28,24,2020-12-17T08:00:00.000Z,1
13852,V,Maybe,Moss,Vegetable,Indigo,84.21,42,2020-12-22T08:00:00.000Z,1
13853,K,So,Lion,Animal,Purple,28.78,9,2020-11-27T08:00:00.000Z,1
13854,B,Maybe,Diamond,Mineral,Green,58.03,54,2020-12-05T08:00:00.000Z,1
13855,N,Maybe,Tree,Vegetable,Brown,61.73,50,2020-12-03T08:00:00.000Z,1
13856,G,So,Lion,Animal,Orange,90.94,97,2020-12-03T08:00:00.000Z,1
13857,H,No,Fern,Vegetable,Orange,3.04,82,2020-12-07T08:00:00.000Z,1
13858,J,True,Antelope,Animal,Brown,57.03,73,2020-12-22T08:00:00.000Z,1
13859,D,No,Flower,Vegetable,Red,14.67,92,2020-11-30T08:00:00.000Z,1
13860,B,Maybe,Rhinoceros,Animal,Blue,77.41,36,2020-12-21T08:00:00.000Z,1
13861,W,Maybe,Ruby,Mineral,Red,67.42,92,2020-12-06T08:00:00.000Z,1
13862,W,Maybe,Gold,Mineral,Red,69.25,36,2020-11-28T08:00:00.000Z,1
13863,O,True,Fern,Vegetable,Indigo,82.66,65,2020-11-25T08:00:00.000Z,1
13864,O,Maybe,Bear,Animal,Brown,75.62,80,2020-12-09T08:00:00.000Z,1
13865,I,Maybe,Cactus,Vegetable,Gray,39.59,75,2020-11-24T08:00:00.000Z,1
13866,N,Yes,Fern,Vegetable,Purple,26.54,54,2020-12-02T08:00:00.000Z,1
13867,P,True,Gold,Mineral,Purple,28.62,44,2020-12-16T08:00:00.000Z,1
13868,Y,Yes,Lead,Mineral,Brown,17.47,41,2020-12-20T08:00:00.000Z,1
13869,M,True,Gold,Mineral,Indigo,2.02,95,2020-12-04T08:00:00.000Z,1
13870,P,True,Tree,Vegetable,Gray,80.43,73,2020-12-20T08:00:00.000Z,1
13871,E,Maybe,Silver,Mineral,Brown,43.98,2,2020-12-22T08:00:00.000Z,1
13872,T,Yes,Algae,Vegetable,Red,11.08,34,2020-12-15T08:00:00.000Z,1
13873,K,Maybe,Tree,Vegetable,Violet,76.87,94,2020-12-23T08:00:00.000Z,1
13874,D,False,Cactus,Vegetable,Red,86.01,64,2020-11-25T08:00:00.000Z,1
13875,I,Yes,Lead,Mineral,Purple,86.81,37,2020-12-07T08:00:00.000Z,1
13876,D,True,Ruby,Mineral,Gray,34.24,77,2020-11-27T08:00:00.000Z,1
13877,R,So,Pig,Animal,Red,26.32,36,2020-12-05T08:00:00.000Z,1
13878,T,Yes,Dog,Animal,Blue,73.34,54,2020-12-22T08:00:00.000Z,1
13879,Q,No,Ruby,Mineral,Gray,11.86,56,2020-12-06T08:00:00.000Z,1
13880,E,So,Fern,Vegetable,Green,46.79,18,2020-12-09T08:00:00.000Z,1
13881,X,Maybe,Rhinoceros,Animal,White,42.94,39,2020-12-03T08:00:00.000Z,1
13882,G,So,Insect,Animal,Indigo,61.73,64,2020-12-18T08:00:00.000Z,1
13883,D,No,Elephant,Animal,Purple,16.22,34,2020-12-03T08:00:00.000Z,1
13884,A,Maybe,Elephant,Animal,Red,61.13,95,2020-12-03T08:00:00.000Z,1
13885,F,True,Jade,Mineral,Pink,27.8,87,2020-12-03T08:00:00.000Z,1
13886,K,True,Turtle,Animal,Green,50.6,43,2020-11-26T08:00:00.000Z,1
13887,Q,False,Hippopotamus,Animal,Pink,48.5,59,2020-11-24T08:00:00.000Z,1
13888,X,Yes,Duck,Animal,Red,26.42,44,2020-12-06T08:00:00.000Z,1
13889,D,No,Diamond,Mineral,Indigo,29.1,83,2020-12-20T08:00:00.000Z,1
13890,Z,No,Bird,Animal,Green,20.82,42,2020-11-25T08:00:00.000Z,1
13891,F,Maybe,Fern,Vegetable,Violet,46.43,66,2020-12-05T08:00:00.000Z,1
13892,Y,Yes,Lead,Mineral,White,92.43,52,2020-12-04T08:00:00.000Z,1
13893,X,Maybe,Algae,Vegetable,Red,32.64,30,2020-12-23T08:00:00.000Z,1
13894,N,False,Eagle,Animal,White,68.61,65,2020-11-29T08:00:00.000Z,1
13895,S,False,Moss,Vegetable,Green,22.46,12,2020-12-10T08:00:00.000Z,1
13896,D,No,Moss,Vegetable,Blue,40.68,33,2020-12-18T08:00:00.000Z,1
13897,U,No,Jade,Mineral,Brown,38.72,83,2020-12-21T08:00:00.000Z,1
13898,S,Yes,Tree,Vegetable,Green,55.64,7,2020-12-05T08:00:00.000Z,1
13899,P,True,Cactus,Vegetable,Blue,50.14,20,2020-12-13T08:00:00.000Z,1
13900,D,No,Jade,Mineral,Green,44.25,41,2020-12-13T08:00:00.000Z,1
13901,L,So,Flower,Vegetable,Purple,56.6,72,2020-11-26T08:00:00.000Z,1
13902,S,True,Silver,Mineral,Red,69.39,2,2020-12-10T08:00:00.000Z,1
13903,Y,Maybe,Jade,Mineral,Gray,37.79,93,2020-12-12T08:00:00.000Z,1
13904,X,So,Flower,Vegetable,White,72.91,95,2020-12-05T08:00:00.000Z,1
13905,R,No,Turtle,Animal,Orange,67.27,38,2020-12-13T08:00:00.000Z,1
13906,F,False,Kangaroo,Animal,Violet,98.82,7,2020-12-06T08:00:00.000Z,1
13907,D,No,Bat,Animal,Black,73.04,46,2020-12-04T08:00:00.000Z,1
13908,D,False,Shark,Animal,Orange,1.29,52,2020-12-01T08:00:00.000Z,1
13909,L,False,Jade,Mineral,Violet,68.92,64,2020-12-01T08:00:00.000Z,1
13910,E,False,Fox,Animal,Red,37.79,59,2020-12-20T08:00:00.000Z,1
13911,W,No,Gold,Mineral,Black,23.82,55,2020-11-28T08:00:00.000Z,1
13912,T,No,Algae,Vegetable,Indigo,0.69,32,2020-12-11T08:00:00.000Z,1
13913,H,Yes,Tree,Vegetable,Gray,62.28,53,2020-12-14T08:00:00.000Z,1
13914,Y,So,Fern,Vegetable,Red,50.67,32,2020-11-24T08:00:00.000Z,1
13915,A,So,Gold,Mineral,Green,88.52,50,2020-12-12T08:00:00.000Z,1
13916,S,Maybe,Cactus,Vegetable,Brown,97.97,4,2020-12-13T08:00:00.000Z,1
13917,U,So,Cactus,Vegetable,Gray,0.5,48,2020-12-10T08:00:00.000Z,1
13918,O,Maybe,Tiger,Animal,Green,53.79,54,2020-11-30T08:00:00.000Z,1
13919,F,False,Insect,Animal,Purple,58.18,49,2020-12-17T08:00:00.000Z,1
13920,D,False,Tree,Vegetable,Indigo,42.47,25,2020-12-11T08:00:00.000Z,1
13921,C,Yes,Squirrel,Animal,Indigo,36.2,56,2020-11-24T08:00:00.000Z,1
13922,Z,So,Diamond,Mineral,Pink,99.43,34,2020-12-16T08:00:00.000Z,1
13923,N,No,Silver,Mineral,Violet,17.81,88,2020-12-11T08:00:00.000Z,1
13924,V,Maybe,Cactus,Vegetable,Pink,75.17,16,2020-12-04T08:00:00.000Z,1
13925,X,So,Cat,Animal,Orange,71.89,69,2020-11-23T08:00:00.000Z,1
13926,X,True,Giraffe,Animal,Pink,82.88,49,2020-11-26T08:00:00.000Z,1
13927,Q,True,Algae,Vegetable,Brown,40.12,66,2020-12-14T08:00:00.000Z,1
13928,T,Yes,Diamond,Mineral,Red,96.52,11,2020-11-30T08:00:00.000Z,1
13929,B,Yes,Kangaroo,Animal,Red,66.59,51,2020-12-16T08:00:00.000Z,1
13930,T,Yes,Deer,Animal,Red,48.2,54,2020-12-11T08:00:00.000Z,1
13931,G,So,Shark,Animal,Green,51.46,29,2020-11-26T08:00:00.000Z,1
13932,A,No,Jade,Mineral,Black,87.06,83,2020-12-02T08:00:00.000Z,1
13933,I,No,Tree,Vegetable,Blue,26.27,59,2020-12-01T08:00:00.000Z,1
13934,F,So,Fish,Animal,White,54.56,67,2020-12-09T08:00:00.000Z,1
13935,R,So,Jade,Mineral,Violet,68,59,2020-12-01T08:00:00.000Z,1
13936,W,Maybe,Elephant,Animal,Red,38,11,2020-11-28T08:00:00.000Z,1
13937,S,False,Silver,Mineral,Orange,27.12,50,2020-12-02T08:00:00.000Z,1
13938,D,So,Deer,Animal,Indigo,93.6,22,2020-12-10T08:00:00.000Z,1
13939,M,Maybe,Tiger,Animal,Violet,61.28,96,2020-11-28T08:00:00.000Z,1
13940,B,So,Otter,Animal,Indigo,57.07,43,2020-12-10T08:00:00.000Z,1
13941,R,So,Lizard,Animal,Green,25.28,5,2020-12-10T08:00:00.000Z,1
13942,M,No,Cactus,Vegetable,Orange,25.6,8,2020-11-27T08:00:00.000Z,1
13943,Y,No,Elephant,Animal,Pink,49.85,19,2020-12-17T08:00:00.000Z,1
13944,R,Yes,Tiger,Animal,Gray,48.09,3,2020-12-23T08:00:00.000Z,1
13945,O,Yes,Jade,Mineral,White,59.43,50,2020-12-18T08:00:00.000Z,1
13946,F,No,Silver,Mineral,Brown,80.47,84,2020-12-03T08:00:00.000Z,1
13947,O,Maybe,Grass,Vegetable,Purple,65.19,74,2020-12-17T08:00:00.000Z,1
13948,T,Yes,Dog,Animal,Red,60.88,46,2020-11-28T08:00:00.000Z,1
13949,L,Yes,Cactus,Vegetable,Pink,5.08,1,2020-11-25T08:00:00.000Z,1
13950,F,So,Fern,Vegetable,Black,25.61,84,2020-12-10T08:00:00.000Z,1
13951,A,True,Duck,Animal,Brown,62.28,38,2020-11-27T08:00:00.000Z,1
13952,P,No,Jade,Mineral,Black,10.41,93,2020-12-23T08:00:00.000Z,1
13953,F,Maybe,Gold,Mineral,Green,72.34,31,2020-12-02T08:00:00.000Z,1
13954,E,So,Frog,Animal,Orange,26.36,53,2020-12-20T08:00:00.000Z,1
13955,A,False,Hippopotamus,Animal,Brown,48.6,81,2020-12-05T08:00:00.000Z,1
13956,J,So,Tree,Vegetable,Purple,64.94,45,2020-12-13T08:00:00.000Z,1
13957,M,True,Antelope,Animal,Blue,30.45,18,2020-12-23T08:00:00.000Z,1
13958,L,No,Otter,Animal,Orange,51.86,31,2020-11-27T08:00:00.000Z,1
13959,G,Yes,Moss,Vegetable,Brown,22.06,44,2020-12-01T08:00:00.000Z,1
13960,A,Maybe,Quartz,Mineral,Blue,62.13,75,2020-12-04T08:00:00.000Z,1
13961,P,Yes,Quartz,Mineral,Violet,12.05,17,2020-11-24T08:00:00.000Z,1
13962,Q,False,Rhinoceros,Animal,Indigo,71.74,82,2020-12-17T08:00:00.000Z,1
13963,P,Yes,Horse,Animal,Blue,50.93,33,2020-12-20T08:00:00.000Z,1
13964,S,True,Lead,Mineral,Brown,96.97,29,2020-12-07T08:00:00.000Z,1
13965,G,False,Tree,Vegetable,Red,56.67,91,2020-12-10T08:00:00.000Z,1
13966,B,So,Ruby,Mineral,Blue,11.54,21,2020-12-20T08:00:00.000Z,1
13967,T,Yes,Fern,Vegetable,Gray,14.88,99,2020-12-11T08:00:00.000Z,1
13968,N,True,Bear,Animal,Purple,26.81,78,2020-11-26T08:00:00.000Z,1
13969,S,No,Gold,Mineral,Gray,17.33,24,2020-12-12T08:00:00.000Z,1
13970,N,Maybe,Cougar,Animal,Violet,42.19,65,2020-11-28T08:00:00.000Z,1
13971,O,Yes,Snake,Animal,Purple,86.65,5,2020-12-04T08:00:00.000Z,1
13972,I,True,Fern,Vegetable,Blue,31.49,59,2020-12-10T08:00:00.000Z,1
13973,Z,False,Cow,Animal,Red,20.19,17,2020-12-09T08:00:00.000Z,1
13974,V,False,Fern,Vegetable,Pink,24.95,29,2020-11-27T08:00:00.000Z,1
13975,M,True,Lead,Mineral,Red,52.23,53,2020-12-18T08:00:00.000Z,1
13976,I,No,Silver,Mineral,Red,30.21,65,2020-11-29T08:00:00.000Z,1
13977,W,No,Diamond,Mineral,Violet,10.76,53,2020-11-27T08:00:00.000Z,1
13978,F,Maybe,Gold,Mineral,Red,2.08,3,2020-12-11T08:00:00.000Z,1
13979,C,Maybe,Dog,Animal,Indigo,58.35,23,2020-12-20T08:00:00.000Z,1
13980,Q,Yes,Fern,Vegetable,Pink,4.84,43,2020-11-26T08:00:00.000Z,1
13981,R,Maybe,Quartz,Mineral,Red,76.38,89,2020-12-13T08:00:00.000Z,1
13982,C,So,Silver,Mineral,Blue,59.98,37,2020-12-12T08:00:00.000Z,1
13983,Q,True,Flower,Vegetable,White,77.56,50,2020-12-15T08:00:00.000Z,1
13984,I,No,Bear,Animal,Pink,7.19,82,2020-12-06T08:00:00.000Z,1
13985,E,No,Fox,Animal,Violet,89.41,54,2020-11-27T08:00:00.000Z,1
13986,L,So,Moss,Vegetable,Blue,59.01,72,2020-11-24T08:00:00.000Z,1
13987,L,True,Tree,Vegetable,Blue,47.54,2,2020-12-11T08:00:00.000Z,1
13988,P,So,Bird,Animal,Brown,38.79,28,2020-11-24T08:00:00.000Z,1
13989,L,So,Silver,Mineral,Purple,9.9,97,2020-11-25T08:00:00.000Z,1
13990,P,Maybe,Jade,Mineral,Violet,8.05,42,2020-12-13T08:00:00.000Z,1
13991,I,So,Gold,Mineral,Gray,31.97,19,2020-12-06T08:00:00.000Z,1
13992,H,Yes,Cactus,Vegetable,White,34.34,1,2020-11-24T08:00:00.000Z,1
13993,X,Yes,Diamond,Mineral,Purple,50.39,18,2020-11-26T08:00:00.000Z,1
13994,H,True,Diamond,Mineral,Purple,33.53,94,2020-12-07T08:00:00.000Z,1
13995,Z,No,Gold,Mineral,Orange,4.39,68,2020-12-01T08:00:00.000Z,1
13996,E,True,Moss,Vegetable,Red,83.15,65,2020-11-24T08:00:00.000Z,1
13997,M,Yes,Gold,Mineral,White,47.24,88,2020-12-21T08:00:00.000Z,1
13998,F,Maybe,Wolf,Animal,Purple,56.02,75,2020-12-09T08:00:00.000Z,1
13999,U,False,Cactus,Vegetable,Orange,35.74,71,2020-11-29T08:00:00.000Z,1
14000,U,True,Cactus,Vegetable,Pink,26.86,13,2020-12-18T08:00:00.000Z,1
14001,L,False,Algae,Vegetable,Pink,93.79,59,2020-12-14T08:00:00.000Z,1
14002,A,True,Lion,Animal,Pink,89.77,28,2020-12-06T08:00:00.000Z,1
14003,C,Maybe,Algae,Vegetable,Orange,30.79,55,2020-12-01T08:00:00.000Z,1
14004,K,Yes,Cactus,Vegetable,Purple,61.15,61,2020-12-01T08:00:00.000Z,1
14005,G,Yes,Flower,Vegetable,Purple,1.45,47,2020-12-03T08:00:00.000Z,1
14006,G,Yes,Silver,Mineral,White,78.35,36,2020-12-19T08:00:00.000Z,1
14007,A,No,Ruby,Mineral,Violet,45.63,42,2020-12-08T08:00:00.000Z,1
14008,Z,Yes,Quartz,Mineral,Blue,46.38,48,2020-11-27T08:00:00.000Z,1
14009,Z,True,Fern,Vegetable,Pink,32.86,90,2020-12-05T08:00:00.000Z,1
14010,R,No,Tree,Vegetable,Indigo,80.85,86,2020-11-23T08:00:00.000Z,1
14011,F,Maybe,Giraffe,Animal,Violet,50.87,17,2020-11-25T08:00:00.000Z,1
14012,G,So,Cougar,Animal,Blue,75.21,90,2020-12-08T08:00:00.000Z,1
14013,T,False,Rhinoceros,Animal,Orange,34.64,9,2020-11-24T08:00:00.000Z,1
14014,N,So,Diamond,Mineral,Green,66.74,24,2020-12-08T08:00:00.000Z,1
14015,J,So,Flower,Vegetable,Blue,0.71,27,2020-12-10T08:00:00.000Z,1
14016,K,Yes,Cow,Animal,Green,6.12,76,2020-12-06T08:00:00.000Z,1
14017,F,Maybe,Rhinoceros,Animal,Purple,28.16,25,2020-12-08T08:00:00.000Z,1
14018,P,False,Flower,Vegetable,Blue,85.25,72,2020-12-18T08:00:00.000Z,1
14019,J,True,Lead,Mineral,Black,32.98,73,2020-12-10T08:00:00.000Z,1
14020,F,So,Jade,Mineral,Indigo,37.53,93,2020-12-20T08:00:00.000Z,1
14021,Y,So,Tree,Vegetable,Green,46.04,86,2020-12-16T08:00:00.000Z,1
14022,K,True,Whale,Animal,Violet,5.67,71,2020-11-24T08:00:00.000Z,1
14023,W,No,Wolf,Animal,Orange,82.19,100,2020-12-07T08:00:00.000Z,1
14024,Y,True,Flower,Vegetable,Pink,2.47,70,2020-12-14T08:00:00.000Z,1
14025,T,Maybe,Tiger,Animal,Violet,82.61,99,2020-11-29T08:00:00.000Z,1
14026,G,Maybe,Gold,Mineral,Purple,64.53,29,2020-12-10T08:00:00.000Z,1
14027,Q,So,Tiger,Animal,White,26.77,73,2020-12-05T08:00:00.000Z,1
14028,P,No,Cactus,Vegetable,Red,2.57,97,2020-12-11T08:00:00.000Z,1
14029,O,So,Flower,Vegetable,Gray,39.08,23,2020-12-10T08:00:00.000Z,1
14030,T,True,Cactus,Vegetable,Blue,43.83,14,2020-12-04T08:00:00.000Z,1
14031,Q,False,Jade,Mineral,Pink,39.39,19,2020-12-08T08:00:00.000Z,1
14032,S,False,Lead,Mineral,Purple,50.64,64,2020-12-06T08:00:00.000Z,1
14033,F,True,Tree,Vegetable,White,35.82,78,2020-11-26T08:00:00.000Z,1
14034,I,So,Algae,Vegetable,White,34.27,92,2020-12-01T08:00:00.000Z,1
14035,N,No,Gold,Mineral,Orange,63.44,57,2020-12-15T08:00:00.000Z,1
14036,P,So,Jade,Mineral,White,80.38,48,2020-12-07T08:00:00.000Z,1
14037,W,True,Grass,Vegetable,Brown,10.49,35,2020-12-21T08:00:00.000Z,1
14038,F,No,Turtle,Animal,Purple,8.89,85,2020-12-14T08:00:00.000Z,1
14039,W,Yes,Bear,Animal,Orange,11.39,74,2020-12-02T08:00:00.000Z,1
14040,V,So,Jade,Mineral,Purple,40.96,80,2020-12-03T08:00:00.000Z,1
14041,A,So,Moss,Vegetable,Gray,5.99,7,2020-11-29T08:00:00.000Z,1
14042,S,False,Cactus,Vegetable,Gray,98.22,26,2020-12-18T08:00:00.000Z,1
14043,A,Yes,Kangaroo,Animal,Red,45.06,77,2020-12-07T08:00:00.000Z,1
14044,F,No,Lead,Mineral,Pink,54.86,36,2020-12-20T08:00:00.000Z,1
14045,R,Yes,Beaver,Animal,Violet,67.03,7,2020-11-30T08:00:00.000Z,1
14046,N,Maybe,Jade,Mineral,Blue,99.47,81,2020-11-29T08:00:00.000Z,1
14047,C,False,Quartz,Mineral,Orange,45.68,81,2020-11-24T08:00:00.000Z,1
14048,G,Yes,Algae,Vegetable,Brown,22.16,55,2020-12-08T08:00:00.000Z,1
14049,G,No,Cow,Animal,Purple,47.32,97,2020-12-11T08:00:00.000Z,1
14050,T,Maybe,Cactus,Vegetable,Violet,14.6,81,2020-12-22T08:00:00.000Z,1
14051,O,True,Fern,Vegetable,Black,70.29,85,2020-12-07T08:00:00.000Z,1
14052,S,No,Dog,Animal,Gray,53.62,52,2020-12-08T08:00:00.000Z,1
14053,D,Yes,Algae,Vegetable,White,67.81,44,2020-12-02T08:00:00.000Z,1
14054,X,True,Fern,Vegetable,Black,87.25,31,2020-12-22T08:00:00.000Z,1
14055,S,Yes,Ruby,Mineral,Purple,34.88,87,2020-12-06T08:00:00.000Z,1
14056,F,No,Diamond,Mineral,Orange,66.25,61,2020-12-12T08:00:00.000Z,1
14057,R,So,Lead,Mineral,Pink,34.62,100,2020-12-02T08:00:00.000Z,1
14058,Y,So,Silver,Mineral,Indigo,33.8,35,2020-12-15T08:00:00.000Z,1
14059,A,False,Bear,Animal,Green,93.85,23,2020-12-23T08:00:00.000Z,1
14060,V,Yes,Quartz,Mineral,Black,86.46,53,2020-11-30T08:00:00.000Z,1
14061,N,No,Moss,Vegetable,Black,59.25,21,2020-12-07T08:00:00.000Z,1
14062,G,So,Lizard,Animal,Brown,27.67,68,2020-11-28T08:00:00.000Z,1
14063,H,So,Grass,Vegetable,Violet,49.14,38,2020-12-03T08:00:00.000Z,1
14064,N,Yes,Tree,Vegetable,Gray,52.9,8,2020-12-10T08:00:00.000Z,1
14065,U,Maybe,Moss,Vegetable,Blue,73.75,14,2020-11-29T08:00:00.000Z,1
14066,V,Maybe,Ruby,Mineral,Green,86.51,52,2020-12-10T08:00:00.000Z,1
14067,O,No,Ruby,Mineral,Red,64.93,67,2020-12-07T08:00:00.000Z,1
14068,X,False,Tree,Vegetable,Pink,8.84,85,2020-12-06T08:00:00.000Z,1
14069,U,True,Quartz,Mineral,Blue,91.1,27,2020-12-18T08:00:00.000Z,1
14070,X,False,Diamond,Mineral,White,55.37,5,2020-11-24T08:00:00.000Z,1
14071,K,Maybe,Moss,Vegetable,Orange,87.12,43,2020-12-10T08:00:00.000Z,1
14072,M,Maybe,Gold,Mineral,Violet,28.9,74,2020-11-26T08:00:00.000Z,1
14073,C,No,Dog,Animal,Purple,5.18,17,2020-12-04T08:00:00.000Z,1
14074,W,No,Elephant,Animal,Indigo,46.51,42,2020-12-12T08:00:00.000Z,1
14075,Q,False,Diamond,Mineral,Blue,2.75,13,2020-12-16T08:00:00.000Z,1
14076,Q,True,Grass,Vegetable,Blue,33.29,33,2020-12-04T08:00:00.000Z,1
14077,Q,So,Grass,Vegetable,Indigo,3.18,12,2020-11-27T08:00:00.000Z,1
14078,S,Maybe,Gold,Mineral,Violet,56.34,60,2020-12-09T08:00:00.000Z,1
14079,X,So,Hippopotamus,Animal,Green,24.36,47,2020-11-28T08:00:00.000Z,1
14080,M,True,Lead,Mineral,Gray,27.08,71,2020-12-05T08:00:00.000Z,1
14081,U,Maybe,Lead,Mineral,White,34.7,78,2020-11-24T08:00:00.000Z,1
14082,Z,Maybe,Jade,Mineral,Gray,94.82,55,2020-12-22T08:00:00.000Z,1
14083,I,Yes,Dog,Animal,Orange,58.34,94,2020-12-20T08:00:00.000Z,1
14084,P,True,Lizard,Animal,Purple,47.72,4,2020-12-06T08:00:00.000Z,1
14085,B,So,Bear,Animal,Gray,73.24,69,2020-12-01T08:00:00.000Z,1
14086,H,False,Tree,Vegetable,Orange,39.76,39,2020-12-17T08:00:00.000Z,1
14087,X,Maybe,Kangaroo,Animal,Gray,5.53,60,2020-12-14T08:00:00.000Z,1
14088,B,False,Diamond,Mineral,Pink,8.76,98,2020-11-27T08:00:00.000Z,1
14089,R,Yes,Elephant,Animal,Red,21.14,19,2020-12-11T08:00:00.000Z,1
14090,O,True,Elephant,Animal,Gray,29.48,75,2020-12-17T08:00:00.000Z,1
14091,A,Yes,Zebra,Animal,Indigo,60.47,16,2020-12-15T08:00:00.000Z,1
14092,B,True,Fern,Vegetable,Green,15.7,29,2020-11-27T08:00:00.000Z,1
14093,H,False,Flower,Vegetable,Green,6.81,79,2020-11-25T08:00:00.000Z,1
14094,C,So,Diamond,Mineral,Blue,19.16,9,2020-12-06T08:00:00.000Z,1
14095,R,So,Diamond,Mineral,White,75.3,79,2020-12-21T08:00:00.000Z,1
14096,S,True,Lead,Mineral,Orange,25.15,1,2020-12-08T08:00:00.000Z,1
14097,R,Yes,Silver,Mineral,Orange,7.69,63,2020-12-14T08:00:00.000Z,1
14098,T,Yes,Cactus,Vegetable,Pink,98.37,90,2020-12-14T08:00:00.000Z,1
14099,B,No,Kangaroo,Animal,Gray,47.93,37,2020-11-26T08:00:00.000Z,1
14100,V,So,Eagle,Animal,Black,90.42,25,2020-12-19T08:00:00.000Z,1
14101,Q,No,Gold,Mineral,Orange,77.39,24,2020-11-25T08:00:00.000Z,1
14102,B,True,Gold,Mineral,Orange,90.61,46,2020-12-04T08:00:00.000Z,1
14103,P,Yes,Snake,Animal,Brown,20.17,33,2020-12-08T08:00:00.000Z,1
14104,V,True,Flower,Vegetable,Blue,20.71,63,2020-12-17T08:00:00.000Z,1
14105,J,Maybe,Grass,Vegetable,Indigo,73.05,84,2020-12-13T08:00:00.000Z,1
14106,D,True,Grass,Vegetable,Gray,53.7,49,2020-12-04T08:00:00.000Z,1
14107,W,No,Dog,Animal,Purple,53.84,28,2020-12-16T08:00:00.000Z,1
14108,Z,So,Fern,Vegetable,Black,72.26,80,2020-12-16T08:00:00.000Z,1
14109,J,Yes,Squirrel,Animal,Indigo,61.5,91,2020-12-07T08:00:00.000Z,1
14110,K,Maybe,Cat,Animal,White,1.22,91,2020-12-08T08:00:00.000Z,1
14111,W,False,Moss,Vegetable,Gray,54.71,43,2020-12-20T08:00:00.000Z,1
14112,A,True,Silver,Mineral,Indigo,43.4,27,2020-12-14T08:00:00.000Z,1
14113,S,Maybe,Tiger,Animal,Pink,17.29,10,2020-12-10T08:00:00.000Z,1
14114,Z,So,Ruby,Mineral,White,15.65,74,2020-12-10T08:00:00.000Z,1
14115,V,Maybe,Lizard,Animal,White,77.54,10,2020-12-07T08:00:00.000Z,1
14116,J,Maybe,Squirrel,Animal,Indigo,72.14,80,2020-12-04T08:00:00.000Z,1
14117,Y,True,Quartz,Mineral,Black,28.08,91,2020-12-20T08:00:00.000Z,1
